# slack_ns	startpoint	endpoint	cells
-0.389407	fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_3.dct_unit_2.macu.mult_res[18]$_DFFE_PP_/D	_48679_|_62871_|_62873_|_62874_|_62876_|_62877_|_62878_|_62879_|_74742_|_74743_|_74748_|_77939_|_79061_|_79835_|_80197_|_82007_|fdct_zigzag.dct_mod.dct_block_3.dct_unit_2.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_|place10512|place10515|place10522|rebuffer11911|rebuffer11912
-0.389404	fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_3.dct_unit_6.macu.mult_res[18]$_DFFE_PP_/D	_50535_|_61790_|_61801_|_74627_|_74628_|_74634_|_76907_|_76917_|_77958_|_80162_|_82509_|fdct_zigzag.dct_mod.dct_block_3.dct_unit_6.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_|place10512|place10515|place10522|place7505|rebuffer11911|rebuffer11912
-0.389401	fdct_zigzag.dct_mod.ddin[8]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_6.dct_unit_0.macu.mult_res[18]$_DFFE_PP_/D	_49156_|_69704_|_69705_|_69706_|_69707_|_69708_|_75537_|_75538_|_75543_|_77629_|_77917_|_78921_|_79837_|_83773_|fdct_zigzag.dct_mod.dct_block_6.dct_unit_0.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[8]$_DFFE_PN0P_|place10288|place10290|place10310|place9604
-0.389333	fdct_zigzag.dct_mod.ddin[5]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_7.dct_unit_2.macu.mult_res[18]$_DFFE_PP_/D	_50809_|_71309_|_71310_|_71311_|_71313_|_71314_|_71315_|_71316_|_75720_|_75721_|_75726_|_77739_|_78616_|_79623_|_80170_|_83707_|fdct_zigzag.dct_mod.dct_block_7.dct_unit_2.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[5]$_DFFE_PN0P_|place10460|place10464|place10471|rebuffer11419
-0.389331	fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_5.dct_unit_6.macu.mult_res[18]$_DFFE_PP_/D	_48679_|_75093_|_75094_|_75096_|_75097_|_75102_|_75998_|_76048_|_76065_|_76082_|_82651_|fdct_zigzag.dct_mod.dct_block_5.dct_unit_6.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_|place10512|place10515|place10522|place8802|place9964|rebuffer11911|rebuffer11912
-0.389325	fdct_zigzag.dct_mod.ddin[2]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_4.dct_unit_2.macu.mult_res[18]$_DFFE_PP_/D	_49314_|_65040_|_65041_|_65042_|_65044_|_65045_|_65046_|_65047_|_74985_|_74986_|_74991_|_78321_|_78697_|_78806_|_79714_|_81867_|fdct_zigzag.dct_mod.dct_block_4.dct_unit_2.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[2]$_DFFE_PN0P_|place10602|place10607|rebuffer11704
-0.389318	fdct_zigzag.dct_mod.ddin[8]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_6.dct_unit_0.macu.mult_res[18]$_DFFE_PP_/D	_49156_|_69704_|_69705_|_69706_|_69707_|_69708_|_75537_|_75538_|_75543_|_77629_|_77917_|_78921_|_79837_|_83773_|fdct_zigzag.dct_mod.dct_block_6.dct_unit_0.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[8]$_DFFE_PN0P_|place10288|place10290|place10310|place9604
-0.389304	fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_4.dct_unit_5.macu.mult_res[16]$_DFFE_PP_/D	_49353_|_64221_|_64223_|_64224_|_64226_|_64227_|_64228_|_64229_|_64231_|_64232_|_64233_|_76023_|_77108_|_78746_|_78944_|_82166_|fdct_zigzag.dct_mod.dct_block_4.dct_unit_5.macu.mult_res[16]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_|place10520|place10522|place9403|rebuffer11905
-0.389303	fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_4.dct_unit_5.macu.mult_res[16]$_DFFE_PP_/D	_49353_|_64221_|_64223_|_64224_|_64226_|_64227_|_64228_|_64229_|_64231_|_64232_|_64233_|_76023_|_77108_|_78746_|_78944_|_82166_|fdct_zigzag.dct_mod.dct_block_4.dct_unit_5.macu.mult_res[16]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_|place10520|place10522|place9403|rebuffer11905
-0.389295	fdct_zigzag.dct_mod.ddin[5]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_7.dct_unit_4.macu.mult_res[18]$_DFFE_PP_/D	_50686_|_70776_|_70777_|_70778_|_70779_|_70780_|_70781_|_70782_|_75665_|_75666_|_75671_|_77518_|_78551_|_79250_|_82176_|_82795_|fdct_zigzag.dct_mod.dct_block_7.dct_unit_4.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[5]$_DFFE_PN0P_|place10464|place10471|rebuffer11419
-0.389286	fdct_zigzag.dct_mod.ddin[3]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_7.dct_unit_4.macu.mult_res[18]$_DFFE_PP_/D	_50413_|_70775_|_70777_|_70778_|_70779_|_70780_|_70781_|_70782_|_75665_|_75666_|_75671_|_76688_|_77517_|_78182_|_79234_|_83205_|fdct_zigzag.dct_mod.dct_block_7.dct_unit_4.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[3]$_DFFE_PN0P_|place10559|place10566|rebuffer11812
-0.389282	fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_3.dct_unit_6.macu.mult_res[18]$_DFFE_PP_/D	_50535_|_61790_|_61801_|_74627_|_74628_|_74634_|_76907_|_76917_|_77958_|_80162_|_82509_|fdct_zigzag.dct_mod.dct_block_3.dct_unit_6.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_|place10512|place10515|place10522|place7505|rebuffer11911|rebuffer11912
-0.389279	fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_3.dct_unit_6.macu.mult_res[18]$_DFFE_PP_/D	_50535_|_61789_|_61801_|_74627_|_74628_|_74634_|_76448_|_76903_|_76911_|_78531_|_83480_|fdct_zigzag.dct_mod.dct_block_3.dct_unit_6.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_|place10512|place10515|place10522|place8710|rebuffer11911|rebuffer11912
-0.389266	fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_5.dct_unit_6.macu.mult_res[18]$_DFFE_PP_/D	_48679_|_75093_|_75094_|_75096_|_75097_|_75102_|_75998_|_76048_|_76065_|_76082_|_82651_|fdct_zigzag.dct_mod.dct_block_5.dct_unit_6.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_|place10512|place10515|place10522|place8802|place9964|rebuffer11911|rebuffer11912
-0.389258	fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_7.dct_unit_2.macu.mult_res[18]$_DFFE_PP_/D	_50801_|_71309_|_71310_|_71311_|_71313_|_71314_|_71315_|_71316_|_75720_|_75721_|_75726_|_77739_|_78616_|_79623_|_80170_|_83707_|fdct_zigzag.dct_mod.dct_block_7.dct_unit_2.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_|place10512|place10515|place10522
-0.389244	fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_3.dct_unit_6.macu.mult_res[18]$_DFFE_PP_/D	_50535_|_61790_|_61801_|_74627_|_74628_|_74634_|_76449_|_77903_|_77909_|_78531_|_82289_|fdct_zigzag.dct_mod.dct_block_3.dct_unit_6.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_|place10512|place10515|place10522|place7573|rebuffer11911|rebuffer11912
-0.389241	fdct_zigzag.dct_mod.ddin[2]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_3.dct_unit_6.macu.mult_res[18]$_DFFE_PP_/D	_48667_|_61793_|_61795_|_61796_|_61798_|_61799_|_61800_|_61801_|_74627_|_74628_|_74634_|_77905_|_77911_|_78155_|_78674_|_83005_|fdct_zigzag.dct_mod.dct_block_3.dct_unit_6.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[2]$_DFFE_PN0P_|place10594|place10595|rebuffer11704
-0.389242	fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_4.dct_unit_3.macu.mult_res[18]$_DFFE_PP_/D	_49353_|_64767_|_64768_|_64769_|_64771_|_64772_|_64773_|_64774_|_74957_|_74958_|_74963_|_75990_|_76594_|_78161_|_79422_|_80702_|fdct_zigzag.dct_mod.dct_block_4.dct_unit_3.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_|place10520|place10522|rebuffer11905
-0.389239	fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_7.dct_unit_4.macu.mult_res[18]$_DFFE_PP_/D	_50678_|_70775_|_70777_|_70778_|_70779_|_70780_|_70781_|_70782_|_75665_|_75666_|_75671_|_76688_|_77517_|_78182_|_79234_|_83205_|fdct_zigzag.dct_mod.dct_block_7.dct_unit_4.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_|place10515|place10522
-0.389239	fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_3.dct_unit_6.macu.mult_res[18]$_DFFE_PP_/D	_50535_|_61790_|_61801_|_74627_|_74628_|_74634_|_76907_|_76917_|_77958_|_80162_|_82509_|fdct_zigzag.dct_mod.dct_block_3.dct_unit_6.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_|place10512|place10515|place10522|place7505|rebuffer11911|rebuffer11912
-0.389238	fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_0.dct_unit_6.macu.mult_res[18]$_DFFE_PP_/D	_49498_|_55553_|_55554_|_55555_|_55557_|_55558_|_55559_|_55560_|_73877_|_73878_|_73883_|_76558_|_78747_|_78815_|_78852_|_82785_|fdct_zigzag.dct_mod.dct_block_0.dct_unit_6.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_|place10519|place10522|place9342
-0.389235	fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_4.dct_unit_2.macu.mult_res[18]$_DFFE_PP_/D	_49321_|_65040_|_65041_|_65042_|_65044_|_65045_|_65046_|_65047_|_74985_|_74986_|_74991_|_78321_|_78697_|_79272_|_79904_|_81867_|fdct_zigzag.dct_mod.dct_block_4.dct_unit_2.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_|place10520|place10522|rebuffer11905
-0.389233	fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_3.dct_unit_6.macu.mult_res[18]$_DFFE_PP_/D	_50535_|_61790_|_61801_|_74627_|_74628_|_74634_|_76907_|_76917_|_77958_|_80162_|_82509_|fdct_zigzag.dct_mod.dct_block_3.dct_unit_6.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_|place10512|place10515|place10522|place7505|rebuffer11911|rebuffer11912
-0.389229	fdct_zigzag.dct_mod.ddin[2]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_3.dct_unit_6.macu.mult_res[18]$_DFFE_PP_/D	_48667_|_61793_|_61795_|_61796_|_61798_|_61799_|_61800_|_61801_|_74627_|_74628_|_74634_|_77905_|_77911_|_78155_|_78674_|_83005_|fdct_zigzag.dct_mod.dct_block_3.dct_unit_6.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[2]$_DFFE_PN0P_|place10594|place10595|rebuffer11704
-0.389209	fdct_zigzag.dct_mod.ddin[5]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_5.dct_unit_3.macu.mult_res[18]$_DFFE_PP_/D	_48435_|_66766_|_66767_|_66768_|_66770_|_66771_|_66772_|_66773_|_75181_|_75182_|_75187_|_76364_|_76406_|_76423_|_76438_|_80376_|fdct_zigzag.dct_mod.dct_block_5.dct_unit_3.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[5]$_DFFE_PN0P_|place10467|place10471|rebuffer11419
-0.389195	fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_3.dct_unit_6.macu.mult_res[18]$_DFFE_PP_/D	_50535_|_61790_|_61801_|_74627_|_74628_|_74634_|_76907_|_76917_|_77958_|_80162_|_82509_|fdct_zigzag.dct_mod.dct_block_3.dct_unit_6.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_|place10512|place10515|place10522|place7505|rebuffer11911|rebuffer11912
-0.389166	fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_0.dct_unit_6.macu.mult_res[18]$_DFFE_PP_/D	_49498_|_55553_|_55554_|_55555_|_55557_|_55558_|_55559_|_55560_|_73877_|_73878_|_73883_|_76558_|_78747_|_78815_|_78852_|_82785_|fdct_zigzag.dct_mod.dct_block_0.dct_unit_6.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_|place10519|place10522|place9342
-0.389163	fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_5.dct_unit_6.macu.mult_res[18]$_DFFE_PP_/D	_48679_|_65962_|_65974_|_75096_|_75097_|_75102_|_75998_|_76050_|_76067_|_76084_|_80697_|fdct_zigzag.dct_mod.dct_block_5.dct_unit_6.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_|place10512|place10515|place10522|place9964|rebuffer11911|rebuffer11912
-0.389144	fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_3.dct_unit_2.macu.mult_res[18]$_DFFE_PP_/D	_48679_|_62871_|_62873_|_62874_|_62876_|_62877_|_62878_|_62879_|_74742_|_74743_|_74748_|_77939_|_79061_|_79835_|_80197_|_82007_|fdct_zigzag.dct_mod.dct_block_3.dct_unit_2.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_|place10512|place10515|place10522|rebuffer11911|rebuffer11912
-0.389125	fdct_zigzag.dct_mod.ddin[8]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_6.dct_unit_0.macu.mult_res[18]$_DFFE_PP_/D	_49156_|_69704_|_69705_|_69706_|_69707_|_69708_|_75537_|_75538_|_75543_|_77629_|_77917_|_78921_|_79837_|_83773_|fdct_zigzag.dct_mod.dct_block_6.dct_unit_0.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[8]$_DFFE_PN0P_|place10288|place10290|place10310|place9604
-0.389123	fdct_zigzag.dct_mod.ddin[8]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_6.dct_unit_0.macu.mult_res[18]$_DFFE_PP_/D	_49156_|_69704_|_69705_|_69706_|_69707_|_69708_|_75537_|_75538_|_75543_|_77629_|_77917_|_78921_|_79837_|_83773_|fdct_zigzag.dct_mod.dct_block_6.dct_unit_0.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[8]$_DFFE_PN0P_|place10288|place10290|place10310|place9604
-0.389115	fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_4.dct_unit_2.macu.mult_res[18]$_DFFE_PP_/D	_49321_|_65042_|_65044_|_65045_|_65046_|_65047_|_74985_|_74986_|_74991_|_78302_|_78696_|_79271_|_79304_|_81968_|fdct_zigzag.dct_mod.dct_block_4.dct_unit_2.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_|place10520|place10522|place9452|rebuffer11905
-0.389107	fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_7.dct_unit_4.macu.mult_res[18]$_DFFE_PP_/D	_50678_|_70775_|_70777_|_70778_|_70779_|_70780_|_70781_|_70782_|_75665_|_75666_|_75671_|_76688_|_77517_|_78182_|_79234_|_83205_|fdct_zigzag.dct_mod.dct_block_7.dct_unit_4.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_|place10515|place10522
-0.389101	fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_5.dct_unit_3.macu.mult_res[18]$_DFFE_PP_/D	_48424_|_66766_|_66767_|_66768_|_66770_|_66771_|_66772_|_66773_|_75181_|_75182_|_75187_|_76364_|_76406_|_76423_|_76438_|_80376_|clone11922|fdct_zigzag.dct_mod.dct_block_5.dct_unit_3.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_|place10508|rebuffer11923
-0.389096	fdct_zigzag.dct_mod.ddin[7]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_3.dct_unit_6.macu.mult_res[18]$_DFFE_PP_/D	_50570_|_61797_|_61798_|_61799_|_61800_|_61801_|_74627_|_74628_|_74634_|_76552_|_76908_|_76918_|_78099_|_82618_|fdct_zigzag.dct_mod.dct_block_3.dct_unit_6.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[7]$_DFFE_PN0P_|place10377|place10379|place10380|rebuffer11750
-0.389093	fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_4.dct_unit_5.macu.mult_res[16]$_DFFE_PP_/D	_49353_|_64221_|_64223_|_64224_|_64226_|_64227_|_64228_|_64229_|_64231_|_64232_|_64233_|_76023_|_77108_|_78746_|_78944_|_82166_|fdct_zigzag.dct_mod.dct_block_4.dct_unit_5.macu.mult_res[16]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_|place10520|place10522|place9403|rebuffer11905
-0.389092	fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_4.dct_unit_5.macu.mult_res[16]$_DFFE_PP_/D	_49353_|_64221_|_64223_|_64224_|_64226_|_64227_|_64228_|_64229_|_64231_|_64232_|_64233_|_76023_|_77108_|_78746_|_78944_|_82166_|fdct_zigzag.dct_mod.dct_block_4.dct_unit_5.macu.mult_res[16]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_|place10520|place10522|place9403|rebuffer11905
-0.389084	fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_0.dct_unit_5.macu.mult_res[18]$_DFFE_PP_/D	_51332_|_55816_|_55817_|_55818_|_55820_|_55821_|_55822_|_55823_|_73905_|_73906_|_73913_|_77190_|_78082_|_78286_|_78299_|_83303_|fdct_zigzag.dct_mod.dct_block_0.dct_unit_5.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_|place10519|place10522
-0.389071	fdct_zigzag.dct_mod.ddin[7]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_5.dct_unit_3.macu.mult_res[18]$_DFFE_PP_/D	_48454_|_66766_|_66767_|_66768_|_66770_|_66771_|_66772_|_66773_|_75181_|_75182_|_75187_|_76389_|_76406_|_76423_|_76438_|_80376_|fdct_zigzag.dct_mod.dct_block_5.dct_unit_3.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[7]$_DFFE_PN0P_|place10369|place10380|rebuffer11750
-0.389069	fdct_zigzag.dct_mod.ddin[8]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_6.dct_unit_0.macu.mult_res[18]$_DFFE_PP_/D	_49156_|_69704_|_69705_|_69706_|_69707_|_69708_|_75537_|_75538_|_75543_|_77629_|_77917_|_78921_|_79837_|_83773_|fdct_zigzag.dct_mod.dct_block_6.dct_unit_0.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[8]$_DFFE_PN0P_|place10288|place10290|place10310|place9604
-0.389067	fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_3.dct_unit_2.macu.mult_res[18]$_DFFE_PP_/D	_48679_|_62871_|_62873_|_62874_|_62876_|_62877_|_62878_|_62879_|_74742_|_74743_|_74748_|_77939_|_79061_|_79835_|_80197_|_82007_|fdct_zigzag.dct_mod.dct_block_3.dct_unit_2.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_|place10512|place10515|place10522|rebuffer11911|rebuffer11912
-0.389064	fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_3.dct_unit_6.macu.mult_res[18]$_DFFE_PP_/D	_50535_|_61790_|_61801_|_74627_|_74628_|_74634_|_76448_|_76903_|_76911_|_78531_|_83480_|fdct_zigzag.dct_mod.dct_block_3.dct_unit_6.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_|place10512|place10515|place10522|place8710|rebuffer11911|rebuffer11912
-0.389061	fdct_zigzag.dct_mod.ddin[3]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_7.dct_unit_4.macu.mult_res[18]$_DFFE_PP_/D	_50413_|_70775_|_70777_|_70778_|_70779_|_70780_|_70781_|_70782_|_75665_|_75666_|_75671_|_76688_|_77517_|_78182_|_79234_|_83205_|fdct_zigzag.dct_mod.dct_block_7.dct_unit_4.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[3]$_DFFE_PN0P_|place10559|place10566|rebuffer11812
-0.389039	fdct_zigzag.dct_mod.ddin[8]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_6.dct_unit_0.macu.mult_res[18]$_DFFE_PP_/D	_49156_|_69704_|_69705_|_69706_|_69707_|_69708_|_75537_|_75538_|_75543_|_77629_|_77917_|_78921_|_79837_|_83773_|fdct_zigzag.dct_mod.dct_block_6.dct_unit_0.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[8]$_DFFE_PN0P_|place10288|place10290|place10310|place9604
-0.389036	fdct_zigzag.dct_mod.ddin[8]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_7.dct_unit_4.macu.mult_res[18]$_DFFE_PP_/D	_48544_|_70775_|_70777_|_70778_|_70779_|_70780_|_70781_|_70782_|_75665_|_75666_|_75671_|_76688_|_78182_|_78964_|_79234_|_83205_|fdct_zigzag.dct_mod.dct_block_7.dct_unit_4.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[8]$_DFFE_PN0P_|place10325|place10326
-0.389010	fdct_zigzag.dct_mod.ddin[7]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_3.dct_unit_6.macu.mult_res[18]$_DFFE_PP_/D	_50570_|_61797_|_61798_|_61799_|_61800_|_61801_|_74627_|_74628_|_74634_|_76552_|_76908_|_76918_|_78099_|_82618_|fdct_zigzag.dct_mod.dct_block_3.dct_unit_6.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[7]$_DFFE_PN0P_|place10377|place10379|place10380|rebuffer11750
-0.389010	fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_4.dct_unit_5.macu.mult_res[16]$_DFFE_PP_/D	_49353_|_64221_|_64223_|_64224_|_64226_|_64227_|_64228_|_64229_|_64231_|_64232_|_64233_|_76023_|_77108_|_78746_|_78944_|_82166_|fdct_zigzag.dct_mod.dct_block_4.dct_unit_5.macu.mult_res[16]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_|place10520|place10522|place9403|rebuffer11905
-0.389009	fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_4.dct_unit_5.macu.mult_res[16]$_DFFE_PP_/D	_49353_|_64221_|_64223_|_64224_|_64226_|_64227_|_64228_|_64229_|_64231_|_64232_|_64233_|_76023_|_77108_|_78746_|_78944_|_82166_|fdct_zigzag.dct_mod.dct_block_4.dct_unit_5.macu.mult_res[16]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_|place10520|place10522|place9403|rebuffer11905
-0.388999	fdct_zigzag.dct_mod.ddin[5]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_7.dct_unit_2.macu.mult_res[18]$_DFFE_PP_/D	_50809_|_71309_|_71310_|_71311_|_71313_|_71314_|_71315_|_71316_|_75720_|_75721_|_75726_|_77739_|_78616_|_79623_|_80170_|_83707_|fdct_zigzag.dct_mod.dct_block_7.dct_unit_2.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[5]$_DFFE_PN0P_|place10460|place10464|place10471|rebuffer11419
-0.388996	fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_5.dct_unit_6.macu.mult_res[18]$_DFFE_PP_/D	_48679_|_65962_|_65974_|_75096_|_75097_|_75102_|_75998_|_76049_|_76066_|_76083_|_82461_|fdct_zigzag.dct_mod.dct_block_5.dct_unit_6.macu.mult_res[18]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[4]$_DFFE_PN0P_|place10512|place10515|place10522|place9964|rebuffer11911|rebuffer11912
-0.388995	fdct_zigzag.dct_mod.ddin[2]$_DFFE_PN0P_/Q	fdct_zigzag.dct_mod.dct_block_7.dct_unit_6.macu.mult_res[16]$_DFFE_PP_/D	_49582_|_70239_|_70240_|_70241_|_70243_|_70244_|_70245_|_70246_|_70248_|_70249_|_70250_|_79469_|_79581_|_79659_|_79700_|_82424_|fdct_zigzag.dct_mod.dct_block_7.dct_unit_6.macu.mult_res[16]$_DFFE_PP_|fdct_zigzag.dct_mod.ddin[2]$_DFFE_PN0P_|place10579|place10580|place10581|rebuffer11703
